本文,歌人,歌集,年代,雑誌
瀬をなして水は流るれ然れども白き家鴨の動かす水見ゆ,島木赤彦,馬鈴薯の花,1910,アララギ
桐の木に大らかにして伸びし枝雀竝びてふくらむ朝日に,島木赤彦,馬鈴薯の花,1910,アララギ
露佛,島木赤彦,馬鈴薯の花,1910,アララギ
信濃の農夫、暁の霧に山深く入り、草刈鎌研ぎすまし居るままに、霧のうち自ら,島木赤彦,馬鈴薯の花,1910,アララギ
明るみ來りて光明佛まことに眼前に現れ給ヘりとぞいふなる。一人はー體,島木赤彦,馬鈴薯の花,1910,アララギ
を拜み、一人は年を隔て三體を拜みたりと我に語る。信濃の山域人素樸にし,島木赤彦,馬鈴薯の花,1910,アララギ
て往々この種の異靈を傅ふ。事農夫の口より出でて甚だ尊し。卽ち詠ず,島木赤彦,馬鈴薯の花,1910,アララギ
日の光明るむ山の霧のなかに佛見たりといふ物語,島木赤彦,馬鈴薯の花,1910,アララギ
霧のなかに草刈鎌をうち落し驚ける眼のまへにゐる佛,島木赤彦,馬鈴薯の花,1910,アララギ
霧のなかにびったり跪たる百姓の頭のうへのまことの佛,島木赤彦,馬鈴薯の花,1910,アララギ
山なかの霧にあらはれし露佛眼にこそ見っれ得やは語らむ,島木赤彦,馬鈴薯の花,1910,アララギ
霧ふかくこもる靑葉の雫落ちま近かりける三尊の佛,島木赤彦,馬鈴薯の花,1910,アララギ
あなをかし佛の姿眼には見て耳は聞えずなりたる農夫,島木赤彦,馬鈴薯の花,1910,アララギ
霧のなかに佛見しとは虛言と言ふ百姓の眼も驚く,島木赤彦,馬鈴薯の花,1910,アララギ
信濃なる高木の村の丘の上佛見しとふ草の跡どころ,島木赤彦,馬鈴薯の花,1910,アララギ
故さとの高木の丘に草茂り佛見しとふ人老いてあり,島木赤彦,馬鈴薯の花,1910,アララギ
子ども,島木赤彦,馬鈴薯の花,1910,アララギ
明かあかと雪隱の屋根に南瓜咲き中に子どもの唄のこゑおこる,島木赤彦,馬鈴薯の花,1910,アララギ
雪隱に豈はからむやわが子ども乃木大將の唄うたひ居り,島木赤彦,馬鈴薯の花,1910,アララギ
み佛は妄言すなとまうせども便所にうたふ子は疑はず,島木赤彦,馬鈴薯の花,1910,アララギ
便をなして心靜かになりたらむ屈託もなき子の唄聞ゆ,島木赤彦,馬鈴薯の花,1910,アララギ
雪隱を出で來りたる子どもの眼朗らかに南瓜の黄の花の盛り,島木赤彦,馬鈴薯の花,1910,アララギ
吹雪•,島木赤彦,馬鈴薯の花,1910,アララギ
冬の晝はいくらもあらね久方の空の雪あれて松山曇る,島木赤彦,馬鈴薯の花,1910,アララギ
たちまちに吹雪の風の通りすぎて深山の人ら冬木を倒す,島木赤彦,馬鈴薯の花,1910,アララギ
山の窪に伐り倒されし杉の木にすなはち騷ぐーむれの吹雪,島木赤彦,馬鈴薯の花,1910,アララギ
山の窪の材木のうへに立つ人を我が子と知りて遠く呼ぶ樵夫,島木赤彦,馬鈴薯の花,1910,アララギ
山深くして霜燒けしたる杉の葉に烟はかかる我が汽車のけむり,島木赤彦,馬鈴薯の花,1910,アララギ
汽車の窓にひとり倚りゐるわが襟に落ちつつ來もよ細かなる雪,島木赤彦,馬鈴薯の花,1910,アララギ
〇,島木赤彦,馬鈴薯の花,1910,アララギ
たまさかに歸れる父のかたはらを寂しと思ふか子どもは眠る,島木赤彦,馬鈴薯の花,1910,アララギ
眠りたる女の童子の眉の毛をさすりて父は歎きこそすれ,島木赤彦,馬鈴薯の花,1910,アララギ
ちちのみの父歸れども寂しきか子はものを言ふ父の膝に來て,島木赤彦,馬鈴薯の花,1910,アララギ
かへり來て家にいくらも居らぬゆゑに眠れる子らの顏を見て居り,島木赤彦,馬鈴薯の花,1910,アララギ
獨坐,島木赤彦,馬鈴薯の花,1910,アララギ
朝の茶の茶碗を膝におきにけり待ちくたびれて音信は待たず,島木赤彦,馬鈴薯の花,1910,アララギ
夜の街更けて嵐のきこゆなり來ぬときまりしたよりは待たず,島木赤彦,馬鈴薯の花,1910,アララギ
わが友の茂吉も來なく十日經たり火鉢に向きて火を吹く夜なかに,島木赤彦,馬鈴薯の花,1910,アララギ
火の番の柝を擊ちて過ぐる音よりも遠き工場の鎚止みてあり,島木赤彦,馬鈴薯の花,1910,アララギ
十二月二十六日茂吉•重と共にアララギを校正す,島木赤彦,馬鈴薯の花,1910,アララギ
工場の音はたと止み夜は寒し三人だまり筆を動かす,島木赤彦,馬鈴薯の花,1910,アララギ
あなぐら,島木赤彦,馬鈴薯の花,1910,アララギ
松山の松のうへなる雪の山驛を出でて道は寂しき,島木赤彦,馬鈴薯の花,1910,アララギ
蘆のなかの水にわたせる橋ーぽんいづこを見ても我れ一人渡る,島木赤彦,馬鈴薯の花,1910,アララギ
ささやかなる湖をめぐりて日あたれる芝山の道いく筋も見ゆ,島木赤彦,馬鈴薯の花,1910,アララギ
山驛の家のあひだに人こもる土窖のあり我はひた行く,島木赤彦,馬鈴薯の花,1910,アララギ
かぎろひの夕べ日あたる土窖の障子に我の影は通るに,島木赤彦,馬鈴薯の花,1910,アララギ
ちちのみの父にいそぐと山驛のあなぐらの前を通りわが居り,島木赤彦,馬鈴薯の花,1910,アララギ
背後より夕日の照らす驛道の泥明かあかと氷りゆく見ゆ,島木赤彦,馬鈴薯の花,1910,アララギ
大正六年改訂,島木赤彦,馬鈴薯の花,1910,アララギ
同じ時,島木赤彦,馬鈴薯の花,1910,アララギ
寒き國に父はいませり步みゆく山かひの霜ひと日とけざる,島木赤彦,馬鈴薯の花,1910,アララギ
冬木の枝のわかれの猶見ゆる夕空を仰ぎ步みを叙がす,島木赤彦,馬鈴薯の花,1910,アララギ
大正五年改訂,島木赤彦,馬鈴薯の花,1910,アララギ
水の音ここださわげり眞夜なかの橋を低しと思ひてわたる,島木赤彦,馬鈴薯の花,1910,アララギ
三二,島木赤彦,馬鈴薯の花,1910,アララギ
,島木赤彦,馬鈴薯の花,1910,アララギ
大正五年,島木赤彦,馬鈴薯の花,1910,アララギ
新年,島木赤彦,馬鈴薯の花,1910,アララギ
町の家松の内なる四五人に眺められてゐる女の踊り,島木赤彦,馬鈴薯の花,1910,アララギ
夜の室に踊りををどる外は雪しんしんと降り枝づるる音す,島木赤彦,馬鈴薯の花,1910,アララギ
扇の手止めて雪ふる音すなり外の而の夜は更けたるならむ,島木赤彦,馬鈴薯の花,1910,アララギ
ふるさとの山の町なる夜の雪醉ひて眠りぬ昔の人と,島木赤彦,馬鈴薯の花,1910,アララギ
山深き信濃の町につもる雪夜ぶかく醉ひて歸るすべなし,島木赤彦,馬鈴薯の花,1910,アララギ
三一ニ,島木赤彦,馬鈴薯の花,1910,アララギ
校正のかへり,島木赤彦,馬鈴薯の花,1910,アララギ
赤電車われを追ひ越し見えずなれり夜寒の坂をのぼり行くひとり,島木赤彦,馬鈴薯の花,1910,アララギ
富坂の冬木のうへの星月夜いたく更けたり我のかへりは,島木赤彦,馬鈴薯の花,1910,アララギ
長塚節一周忌茂吉宅,島木赤彦,馬鈴薯の花,1910,アララギ
足曳の山の白雲草鞋はきて一人い行きし人は歸らず,島木赤彦,馬鈴薯の花,1910,アララギ
白雲の出雲の寺の鐘ひとつ戀ひて行きけむ霜の山路を,島木赤彦,馬鈴薯の花,1910,アララギ
窓外春雪,島木赤彦,馬鈴薯の花,1910,アララギ
•,島木赤彦,馬鈴薯の花,1910,アララギ
春の夜の雪の觸らふ音すなり松はかすかに立つにしあらむ,島木赤彦,馬鈴薯の花,1910,アララギ
まさびしく思ひぞ至るーぽんの松のかぶれる雪深からむ,島木赤彦,馬鈴薯の花,1910,アララギ
しんしんと雪ふりつもる眞夜半どき耳冴えて雪の降る音きこゆ,島木赤彦,馬鈴薯の花,1910,アララギ
わが前の電燈の笠に羽靑き蟲舞ひて居り雪の夜ふけて,島木赤彦,馬鈴薯の花,1910,アララギ
曉近く砲工廠の音やみぬ疲れてわれは烟草を吸ふも,島木赤彦,馬鈴薯の花,1910,アララギ
親雀,島木赤彦,馬鈴薯の花,1910,アララギ
檐の端に巢をとられたる親雀巢を去りかねて二日鳴きしも,島木赤彦,馬鈴薯の花,1910,アララギ
親すずめ子をあきらめて去りしより禽といへども幾日經ぬらむ,島木赤彦,馬鈴薯の花,1910,アララギ
あかつき,島木赤彦,馬鈴薯の花,1910,アララギ
曉がた枕をしたるものゆゑに我の頭は疲れて眠る,島木赤彦,馬鈴薯の花,1910,アララギ
雀鳴く磐こそすなれ束のあひだ眠らむとする耳にしきこゆ,島木赤彦,馬鈴薯の花,1910,アララギ
曉の心はよわくなるなれど枕をすれば安らかに眠る,島木赤彦,馬鈴薯の花,1910,アララギ
あきらめてゐるものゆゑに曉の時のま吾れの心よわるも,島木赤彦,馬鈴薯の花,1910,アララギ
工場は四時に笛鳴り五時に鳴り未だ曉けねば我は眠るも,島木赤彦,馬鈴薯の花,1910,アララギ
學校の授業はありと思ひっつ曉われは眠りたるかな,島木赤彦,馬鈴薯の花,1910,アララギ
夜は明けて火鉢にたまる烟草の殼疲れて我は吸ひにけらしも,島木赤彦,馬鈴薯の花,1910,アララギ
あかつきの四方の衢の音きこゆ今吾れは茶を口にふくむも,島木赤彦,馬鈴薯の花,1910,アララギ
はふ葛,島木赤彦,馬鈴薯の花,1910,アララギ
瘠せたりとこのごろ思ふわが足を布團のなかに動かして見るも,島木赤彦,馬鈴薯の花,1910,アララギ
何ゆゑにたより絶えしか分らねば夜をつくし思ふ我は坐るも,島木赤彦,馬鈴薯の花,1910,アララギ
お茶の水橋渡りていゆく現し身の我の心を知る人もなし,島木赤彦,馬鈴薯の花,1910,アララギ
お茶の水橋低きに見ゆる水のいろ寒む夜は更けてわれは行くなる,島木赤彦,馬鈴薯の花,1910,アララギ
はふ葛のわかれと思はねば傘さして雨夜の坂を下りたりける,島木赤彦,馬鈴薯の花,1910,アララギ
毛野の山,島木赤彦,馬鈴薯の花,1910,アララギ
ひむがしの道のはてなる毛野の山草さへ萌えてまた逢はめやも,島木赤彦,馬鈴薯の花,1910,アララギ
沈む日をとどめし得ねば惜しみつつ山を下りぬまた逢はめやも,島木赤彦,馬鈴薯の花,1910,アララギ
上つ毛の春草山に鹽の湯の永久にし湧くを我は歎くも,島木赤彦,馬鈴薯の花,1910,アララギ
岩が根のこごしき山に入り來り山に向ひて歎きつるかも,島木赤彦,馬鈴薯の花,1910,アララギ
掛妹子がこもらふ里を近みかも春草のびず山に雪あり,島木赤彦,馬鈴薯の花,1910,アララギ
春の山,島木赤彦,馬鈴薯の花,1910,アララギ
萱の芽の靑芽の伸びを踏みのぼる春の圓山はおもしろきかも,島木赤彦,馬鈴薯の花,1910,アララギ
小林の木ぬれをくぐる春鳥の敏きおこなひも愛らし我妹,島木赤彦,馬鈴薯の花,1910,アララギ
山路,島木赤彦,馬鈴薯の花,1910,アララギ
三一七,島木赤彦,馬鈴薯の花,1910,アララギ
松風の音はたえまもあらなくに霧こそわたれその山松に,島木赤彦,馬鈴薯の花,1910,アララギ
白雲の山深くなり足つまづき現し身われを幽かに思ほゆ,島木赤彦,馬鈴薯の花,1910,アララギ
日は曇り雲は吹き來と思ふまに我が身も草も霑れにけるかも,島木赤彦,馬鈴薯の花,1910,アララギ
霧の中かすかに鳥は聞ゆれど我は心のうちに歎くも,島木赤彦,馬鈴薯の花,1910,アララギ
山深く霧はれゆきて松の葉のしみらに照るは寂しかりけれ,島木赤彦,馬鈴薯の花,1910,アララギ
御嶽講社四首,島木赤彦,馬鈴薯の花,1910,アララギ
夜の汽車に御嶽講社の眠りふけ一人扇を動かす女のゐる,島木赤彦,馬鈴薯の花,1910,アララギ
御山には雪かあらむと物言ひし行服の少女居眠りするも,島木赤彦,馬鈴薯の花,1910,アララギ
夜の汽車の玻璃窓に雨は流るれど少女ふたりの相倚り眠る,島木赤彦,馬鈴薯の花,1910,アララギ
念ずるところは六根淸淨なりといへど眉引ほそくあはれに眠る,島木赤彦,馬鈴薯の花,1910,アララギ
靑山の古りにし家にかへり來て盂蘭盆棚をつくる草花をあみて,島木赤彦,馬鈴薯の花,1910,アララギ
早稻田田圃,島木赤彦,馬鈴薯の花,1910,アララギ
まつさをき石龍芮の莖の太莖ゆ萌えたち揃ふ稚葉のさびしさ,島木赤彦,馬鈴薯の花,1910,アララギ
酒飮むところなくて出でたる街裏のたがらしの群れの花盛りなり,島木赤彦,馬鈴薯の花,1910,アララギ
偶作,島木赤彦,馬鈴薯の花,1910,アララギ
人間の男一貫口をあきて言はばからりと心から響け,島木赤彦,馬鈴薯の花,1910,アララギ
木の下のくさり茸を踏みにじりあなやかしこやまさに踏みたり,島木赤彦,馬鈴薯の花,1910,アララギ
雛燕,島木赤彦,馬鈴薯の花,1910,アララギ
靑山のふか山の湖の光り波日は輝けど風の冷しさ,島木赤彦,馬鈴薯の花,1910,アララギ
晝ふくる土用の湖の光り波ひかり搖りつつ嵐はつのる,島木赤彦,馬鈴薯の花,1910,アララギ
嵐の湖搖りゆる栗樹の靑いがに燕の雛の群れてゐる見ゆ,島木赤彦,馬鈴薯の花,1910,アララギ
絶え間なく嵐にゆるる栗の毬にうち群れてゐる燕は飛ばず,島木赤彦,馬鈴薯の花,1910,アララギ
ひつたりと吹き撓ひたる栗樹の梢燕靜かに居りにけるかも,島木赤彦,馬鈴薯の花,1910,アララギ
嵐のなか起きかへらむとする枝の重くぞ動く靑毬の群れ,島木赤彦,馬鈴薯の花,1910,アララギ
燕立つときとはなりぬ湖の靑山の雲の寂しき眞晝ま,島木赤彦,馬鈴薯の花,1910,アララギ
故さとの湖を見れば雛燕靑波にまひ夏ふけにけり,島木赤彦,馬鈴薯の花,1910,アララギ
あらし,島木赤彦,馬鈴薯の花,1910,アララギ
靑葭原嵐ひせなし氷室より氷積みたる車は行くも,島木赤彦,馬鈴薯の花,1910,アララギ
磯の上の氷室の屋根のむれ燕みだれ散りたり嵐の空に,島木赤彦,馬鈴薯の花,1910,アララギ
氷はこぶ車の零直に垂り旱日中のあらしの疾さ,島木赤彦,馬鈴薯の花,1910,アララギ
湖の靑葭原ゆこもごもに燕とびゆき沖の上に見ゆ,島木赤彦,馬鈴薯の花,1910,アララギ
湖のなかに馬曳き入るる眞裸のひとは手網を引張りてをり,島木赤彦,馬鈴薯の花,1910,アララギ
お舟祭,島木赤彦,馬鈴薯の花,1910,アララギ
神杉の錦杉の下にお舟曳く諏訪の祭りに今日遇ひにけり,島木赤彦,馬鈴薯の花,1910,アララギ
いそのかみ古杉の下の神の田は穂を孕みたり注連繩を張りて,島木赤彦,馬鈴薯の花,1910,アララギ
秋草に遊行婦女のともの遊びけむお舟祭は古き代のまつり,島木赤彦,馬鈴薯の花,1910,アララギ
故さとの町の祭にかへり來て輕業を見るわが子とともに,島木赤彦,馬鈴薯の花,1910,アララギ
波のよる高濱の道暑けれど草むら深くいまだ露あり,島木赤彦,馬鈴薯の花,1910,アララギ
歸國,島木赤彦,馬鈴薯の花,1910,アララギ
雨に似て音こそすなれ家そとの桑の畑に山風は吹き,島木赤彦,馬鈴薯の花,1910,アララギ
窓押して寒しと言ひぬ晴れわたる星空の下に桑の木は搖り,島木赤彦,馬鈴薯の花,1910,アララギ
桑原の茂り夜ぶかし杜鵑このごろ啼かずと妻の言ひつる,島木赤彦,馬鈴薯の花,1910,アララギ
小夜ふけて桑畑の風の疾ければ土用螢の光は行くも,島木赤彦,馬鈴薯の花,1910,アララギ
夜ふけて茶を欲しくなり焚火たく心寂しも妻を起さず,島木赤彦,馬鈴薯の花,1910,アララギ
いとどしく夜風にさわぐ桑畑に天の川晴れて傾きにけり,島木赤彦,馬鈴薯の花,1910,アララギ
天の川夜空のなかにまさやかに明るむ雲の心地こそすれ,島木赤彦,馬鈴薯の花,1910,アララギ
大正六年改訂,島木赤彦,馬鈴薯の花,1910,アララギ
山の原,島木赤彦,馬鈴薯の花,1910,アララギ
大巖の頂をつつむ草の花は夕日にさむく紫に見ゆ,島木赤彦,馬鈴薯の花,1910,アララギ
岩群の明るき暗き彼の面此の面日は忽ちに暮れむとするも,島木赤彦,馬鈴薯の花,1910,アララギ
白樺の木の上に白き日は曇り木の葉しきりに根に落ちたまる,島木赤彦,馬鈴薯の花,1910,アララギ
樺の根ゆ垂るほそ水に瓶をおき水のたまるを待ちてわが居り,島木赤彦,馬鈴薯の花,1910,アララギ
野の池の水の溜まりに垂れ累なる黑き木の果を手を伸ばし取るも,島木赤彦,馬鈴薯の花,1910,アララギ
わが前に蟻噛み合ひをしつつ居り深山の池のいたく靜けき,島木赤彦,馬鈴薯の花,1910,アララギ
山の池に紫に咲ける澤桔梗人の來りて折ることもなし,島木赤彦,馬鈴薯の花,1910,アララギ
木を離るる大き朴の葉すみやかに落ちて音せりこの山の池に,島木赤彦,馬鈴薯の花,1910,アララギ
疊の上,島木赤彦,馬鈴薯の花,1910,アララギ
眞裸になりて汗ふき居たりけり下宿にかへり我一人なる,島木赤彦,馬鈴薯の花,1910,アララギ
疊のうへ赤蟻が這ふ行列をながめ見てゐる我が身は裸,島木赤彦,馬鈴薯の花,1910,アララギ
窓のそと高くのびたる雜草に風を待ちをる我が身は裸,島木赤彦,馬鈴薯の花,1910,アララギ
遠國の妻より手紙とどきたり汗ふきてよむ我が身は裸,島木赤彦,馬鈴薯の花,1910,アララギ
草の上の空はてもなし眼をあきて仰ぎ見でゐる我が身は裸,島木赤彦,馬鈴薯の花,1910,アララギ
垣そとの百日紅の木のかげにかくれんぼする笑ひ聲きこゆ,島木赤彦,馬鈴薯の花,1910,アララギ
咲き枝垂る百日紅の幹明し鬼は眼に手をあてて居る,島木赤彦,馬鈴薯の花,1910,アララギ
木の蔭に探し出されたる三人の眼顏を見あひて驚きて居り,島木赤彦,馬鈴薯の花,1910,アララギ
,島木赤彦,馬鈴薯の花,1910,アララギ
三二五,島木赤彦,馬鈴薯の花,1910,アララギ
百日紅,島木赤彦,馬鈴薯の花,1910,アララギ
よべ一夜の嵐によわりし百日紅夕日に垂りてうつくしきかも,島木赤彦,馬鈴薯の花,1910,アララギ
あかねさす日の入りがたの百日紅くれなゐ深く萎れたり見ゆ,島木赤彦,馬鈴薯の花,1910,アララギ
地の上に明るく圓き幹ーぼん立ちのさびしきさるすべりの花,島木赤彦,馬鈴薯の花,1910,アララギ
嵐すぎて垣の破れもつくろはね隣の庭の百日紅あらは,島木赤彦,馬鈴薯の花,1910,アララギ
草庭は荒れたるゆゑに土の肌明るくし照る百日紅の花,島木赤彦,馬鈴薯の花,1910,アララギ
子どもらが鬼ごとをして去りしより日ぐれに遠しさるすべりの花,島木赤彦,馬鈴薯の花,1910,アララギ
野分すぎて蟲の鳴かざる草の庭に眞晝明るきさるすべりの花,島木赤彦,馬鈴薯の花,1910,アララギ
夕日照るさるすべりの花よわりたれど土に落ちたるは一つもあらず,島木赤彦,馬鈴薯の花,1910,アララギ
柚子,島木赤彦,馬鈴薯の花,1910,アララギ
踏みのぼる冬木の坂は霜ながら幾日雨ふらぬ土乾きをり,島木赤彦,馬鈴薯の花,1910,アララギ
柚子の玉ここたもこもる柚子の葉の群葉眞白く霜おきて見ゆ,島木赤彦,馬鈴薯の花,1910,アララギ
しんとして柚木のむら葉の霜どけに光きらめく柚の果の多さ,島木赤彦,馬鈴薯の花,1910,アララギ
この庭に照りて寂しき柚子の幹のおほに靑きは苔むせるなり,島木赤彦,馬鈴薯の花,1910,アララギ
學校ははじまりて居り現し身のつく息白く入り行くひとり,島木赤彦,馬鈴薯の花,1910,アララギ
上野山,島木赤彦,馬鈴薯の花,1910,アララギ
,島木赤彦,馬鈴薯の花,1910,アララギ
上野山土に霜降れりたまさかのいとま寂しく來りて步む,島木赤彦,馬鈴薯の花,1910,アララギ
樹の上に鴉は鳴けり上野山土にあまねく霜ふる時か,島木赤彦,馬鈴薯の花,1910,アララギ
黑ぐろと幹を交ふる冬枯の木立のなかに鐘鳴りわたる,島木赤彦,馬鈴薯の花,1910,アララギ
光うすき春日曼陀羅の硝子戸に我と稚子の息は曇るも,島木赤彦,馬鈴薯の花,1910,アララギ
冬の日の照りて明るき黑門の古き彈痕のぞき見て居り,島木赤彦,馬鈴薯の花,1910,アララギ
野分,島木赤彦,馬鈴薯の花,1910,アララギ
野分の風とよもしすぐる窓のもとに起きて物書く曉近し,島木赤彦,馬鈴薯の花,1910,アララギ
同宿の高木今衞がつぎし炭今衞は寢ねて火はおこり居り,島木赤彦,馬鈴薯の花,1910,アララギ
二人住む狹き室ぬちに彼れ寢れは我れ起き出でて物を書きをり,島木赤彦,馬鈴薯の花,1910,アララギ
野分の風吹きのたえまの檐の音雨になりしと知りつつ物書く,島木赤彦,馬鈴薯の花,1910,アララギ
十一月一日の間にとても合はぬ歌の原稿を一人書き居り,島木赤彦,馬鈴薯の花,1910,アララギ
原稿を終へざるべからず吹きとよむ野分の朝の窓をひらかず,島木赤彦,馬鈴薯の花,1910,アララギ
子規忌茂吉宅,島木赤彦,馬鈴薯の花,1910,アララギ
十日ばかり病の床にありしかば十七夜忌に來て疲れたり,島木赤彦,馬鈴薯の花,1910,アララギ
病牀　ー,島木赤彦,馬鈴薯の花,1910,アララギ
枕べの障子一日曇りたり眼をあげてをりをり見るも,島木赤彦,馬鈴薯の花,1910,アララギ
外を見れば見ゆる朝顏のっぶら實に冬の日あたり忽ちかげる,島木赤彦,馬鈴薯の花,1910,アララギ
動くことなかれと言ひし我が茂吉わが床のへにものを食ひ居り,島木赤彦,馬鈴薯の花,1910,アララギ
必ずに癒ゆべき病と思ひつつ腕疲れて物を書き居り,島木赤彦,馬鈴薯の花,1910,アララギ
冬の日のあたることなき北の窓一つの窓に一日向ふ,島木赤彦,馬鈴薯の花,1910,アララギ
睾丸を切りおとしたる次ぐの日の曉どきに眼ざめ我が居り,島木赤彦,馬鈴薯の花,1910,アララギ
寂しくて布團ゆ上ゆ仰ぎ見る短日の陽は傾きにけり,島木赤彦,馬鈴薯の花,1910,アララギ
其,島木赤彦,馬鈴薯の花,1910,アララギ
二,島木赤彦,馬鈴薯の花,1910,アララギ
十二月六日赤木桁平氏來り夏目先生の危篤を知る,島木赤彦,馬鈴薯の花,1910,アララギ
先生の門人一人愁ひうｔつ霜夜のふけに來りて去れり,島木赤彦,馬鈴薯の花,1910,アララギ
霜夜おそく人の來りて遺し行きし大きザポンの玉を見てゐる,島木赤彦,馬鈴薯の花,1910,アララギ
いたづきの身は動かねば畳の目のよごれ明るく灯はふけてゐる,島木赤彦,馬鈴薯の花,1910,アララギ
原稿を止めと言はれて止めたまひし大き先生を死なしむべからず,島木赤彦,馬鈴薯の花,1910,アララギ
あな悲し原稿のつづき思ひたまふ胃の腑には血の出でていませり,島木赤彦,馬鈴薯の花,1910,アララギ
霜夜の風窓にしづまりておほけなし先生の道を思ひ見る一人,島木赤彦,馬鈴薯の花,1910,アララギ
わが喉を今通ふ息の音きこゆ木枯の風とみに靜まり,島木赤彦,馬鈴薯の花,1910,アララギ
〇,島木赤彦,馬鈴薯の花,1910,アララギ
,島木赤彦,馬鈴薯の花,1910,アララギ
夜おそく手洗ひにゆく洗面所の桶に挿してある冬至梅咲けり,島木赤彦,馬鈴薯の花,1910,アララギ
其,島木赤彦,馬鈴薯の花,1910,アララギ
三,島木赤彦,馬鈴薯の花,1910,アララギ
短か日の眠りよさめていたづきの病の床に白湯を飮み居り,島木赤彦,馬鈴薯の花,1910,アララギ
眼のまへにおほに明るむ壁のいろ冬の日ふけて白湯を飮み居り,島木赤彦,馬鈴薯の花,1910,アララギ
硝子窓の外の面くれなゐの南天に雀動きて冬の日かげる,島木赤彦,馬鈴薯の花,1910,アララギ
いたづきの病の床のいとまあり冬のいち日人を忘れず,島木赤彦,馬鈴薯の花,1910,アララギ
たまたまに來つる人らは我が病快からむと言ひ皆かへりたり,島木赤彦,馬鈴薯の花,1910,アララギ
一人して病の床に橫はる日かず思へば冬至に近し,島木赤彦,馬鈴薯の花,1910,アララギ
茂吉に與ふ,島木赤彦,馬鈴薯の花,1910,アララギ
冬の日の障子の下に眠りて覺め幽かなるかも寢ぬらく我は,島木赤彦,馬鈴薯の花,1910,アララギ
たまの緖の命をつなぐ日々のもの薄粥飯も飽きぬるものを,島木赤彦,馬鈴薯の花,1910,アララギ
日はささず十二月となりし窓の下からだ疲れて眠ること多し,島木赤彦,馬鈴薯の花,1910,アララギ
わが友の處方の藥口にふくみ直に寂しき冬日は傾く,島木赤彦,馬鈴薯の花,1910,アララギ
床の上にあしたは目ぎめ夜は眠る我も一人は寂しと思ふ,島木赤彦,馬鈴薯の花,1910,アララギ
歳末の宿人皆國にかへりたり寂しと言ひぬ君に向ひて,島木赤彦,馬鈴薯の花,1910,アララギ
,島木赤彦,馬鈴薯の花,1910,アララギ
三三三,島木赤彦,馬鈴薯の花,1910,アララギ
,島木赤彦,馬鈴薯の花,1910,アララギ
大正六年,島木赤彦,馬鈴薯の花,1910,アララギ
庭土,島木赤彦,馬鈴薯の花,1910,アララギ
隣家の板壁の日の照りかへり暮れがた明かし石ころの庭,島木赤彦,馬鈴薯の花,1910,アララギ
夕飯を終り小窓をあけて見れば日はあかあかと石ころの庭,島木赤彦,馬鈴薯の花,1910,アララギ
工廠の機關銃のおと頻りに響き日ぐれむとする庭は明るき,島木赤彦,馬鈴薯の花,1910,アララギ
厨べに夜ふけの灯明く照り手紙書きをる下女二人,島木赤彦,馬鈴薯の花,1910,アララギ
畫のまの疲れをもちて手紙かく女中おつねの居睡りあはれ,島木赤彦,馬鈴薯の花,1910,アララギ
