本文,作者,歌集,年代,雑誌（結社）
山がはに寒き風ふき大石のむらがれるかげにひとりわが居つ,斎藤茂吉,あらたま,1917,アララギ
さかさまに山のみねよりながれくるさぎりの渦をまともにか見む,斎藤茂吉,あらたま,1917,アララギ
現はるる高山のくろぐろとうねりゆきつつ息づくごとし,斎藤茂吉,あらたま,1917,アララギ
ふかきはざまの底ひに立ちて天つ日をかなし命のまにまにも見む,斎藤茂吉,あらたま,1917,アララギ
ちり亂るる峽間の木の葉きぞの夜のあらしの雨に打たれけるかも,斎藤茂吉,あらたま,1917,アララギ
山川の成りのまにまに險しきを踏み通りつつ狹霧に濡れぬ,斎藤茂吉,あらたま,1917,アララギ
たたなはる八峯の上を雲のかげ動くを見れば心すがしも,斎藤茂吉,あらたま,1917,アララギ
さやかなる空にか黑き山膚はうねりをうちて谿にかくろふ,斎藤茂吉,あらたま,1917,アララギ
むらぎものみだれしづまらず峽ふかくひとりこもれど峽の音かなし,斎藤茂吉,あらたま,1917,アララギ
やまみづのたぎつ峽間に光さし大き石ただにむらがり居れり,斎藤茂吉,あらたま,1917,アララギ
かみな月十日山べを行きしかば虹あらはれぬ山の峽より,斎藤茂吉,あらたま,1917,アララギ
前山はすでにかげるに奧山はいまあかあかと照りにたらずや,斎藤茂吉,あらたま,1917,アララギ
おのづから遶りあふ山のながれみづいよいよ細し山ふかみつつ,斎藤茂吉,あらたま,1917,アララギ
ま澄空にさやかに照れる高山の谿ふかぶかと陰をつくりぬ,斎藤茂吉,あらたま,1917,アララギ
ゆふぐれのをぐらきに入りて谿ぞこに石なげうてば谿木精すも,斎藤茂吉,あらたま,1917,アララギ
目のもとのふかき峽問は朝霧の滿ちの湛へに飛ぶ鳥もなし,斎藤茂吉,あらたま,1917,アララギ
くろがねの色に照り立つ高山の尾ぬれは深く谿にしづめり,斎藤茂吉,あらたま,1917,アララギ
峯向を人のゆく見ゆしみじみと見ゆる山みちも照りかげりつつ,斎藤茂吉,あらたま,1917,アララギ
あまつ日の光をうけし嚴し山うねりをうちて山襞くらし,斎藤茂吉,あらたま,1917,アララギ
白なみの立ちてながるる早川の丘べのみちにわれはつかれぬ,斎藤茂吉,あらたま,1917,アララギ
乳いろにたたふる霧は狹まれる山のはざまに動かぬごとし,斎藤茂吉,あらたま,1917,アララギ
つかれつつ赤埴路ゆくわがまなかひにすでにあらはるる襞ふかき山,斎藤茂吉,あらたま,1917,アララギ
山ゆかば心和ぐやと來しかどもわが胸いたしもみぢちりつつ,斎藤茂吉,あらたま,1917,アララギ
わがこころしまし空しきに暗谷の低空なかを鳥なき過ぎぬ,斎藤茂吉,あらたま,1917,アララギ
打なびく萱くさやまに直向ふ靑淸山の尾ぬれ見えずも,斎藤茂吉,あらたま,1917,アララギ
たたなづく靑山の秀に朝日子の美のひかりはさしそめにけり,斎藤茂吉,あらたま,1917,アララギ
湯を浴みて我は眠れりぬば玉の夜のすがらを嗚れる水おと,斎藤茂吉,あらたま,1917,アララギ
こほろぎのほそく鳴きゐる山上を淸に照して月かたぶきぬ,斎藤茂吉,あらたま,1917,アララギ
大き石むらがりにけり山がはのたぎちに近くうち迫りつつ,斎藤茂吉,あらたま,1917,アララギ
石の間に砂をゆるがし湧く水の淸しきかなや我は見つるに,斎藤茂吉,あらたま,1917,アララギ
宵ごとに灯ともして白き蛾の飛びすがれるを殺しけるかな,斎藤茂吉,あらたま,1917,アララギ
しづかなる砂地あはれめりひたぶるに大き石むれてあらき川原に,斎藤茂吉,あらたま,1917,アララギ
さびしみてひとり下り來し山がはの岸の滑岩ぬれてゐにけり,斎藤茂吉,あらたま,1917,アララギ
大石のむらがる峽に入り來つつ心はりつめて石を見て居り,斎藤茂吉,あらたま,1917,アララギ
せまりつつ峽間は深し天つ日の白く照りたるはあはれなるかも,斎藤茂吉,あらたま,1917,アララギ
暗谷の流の上を尋めしかばあはれひとところ谷の明るさ,斎藤茂吉,あらたま,1917,アララギ
この深き峽間の底にさにづらふ紅葉ちりつつ時ゆきぬらむ,斎藤茂吉,あらたま,1917,アララギ
わたる日の暮れつつゆけば歸るらむ鴉は低し山峽のそら,斎藤茂吉,あらたま,1917,アララギ
この世のものと思へど遙にてこだま相とよむ谿に來にけり,斎藤茂吉,あらたま,1917,アララギ
紺ふかきりんだうの花をあがつまと道に摘みしが棄てにけるかも,斎藤茂吉,あらたま,1917,アララギ
山路をのぼりつめつつむかうにはしろがねの色に湖ひかりたり,斎藤茂吉,あらたま,1917,アララギ
あらそはず行かしめたまへたづさはり吾妻としづかに額ふしにけり,斎藤茂吉,あらたま,1917,アララギ
いにしへの碓氷峠ののぼり路にわれを恐れて飛ぶ小鳥あり,斎藤茂吉,あらたま,1917,アララギ
ここにして顧りみすれば高山の峯はかくろふ低山のかげに,斎藤茂吉,あらたま,1917,アララギ
ゆふぐれの道は峽間に細りつつ崖のおもよりこほろぎのこゑ,斎藤茂吉,あらたま,1917,アララギ
山あざみの花をあはれみ丘貫きて水おち激つほとりにぞ來し,斎藤茂吉,あらたま,1917,アララギ
芦の湯に近づきぬらし波だてる高野原の上に黑き山みゆ,斎藤茂吉,あらたま,1917,アララギ
薄波よる高野こえきて山峽はいよいよふかし我ぞ入りゆく,斎藤茂吉,あらたま,1917,アララギ
乙女峠に風さむくして富士が嶺の裾野に響き砲うつを見つ,斎藤茂吉,あらたま,1917,アララギ
澄みはてし空の彼方にとほざかる双子の山の秋のいろはや,斎藤茂吉,あらたま,1917,アララギ
さびしさに我のこもりし山川をあつみ淸けみまたかへりみむ,斎藤茂吉,あらたま,1917,アララギ
,斎藤茂吉,あらたま,1917,アララギ
長崎へ,斎藤茂吉,あらたま,1917,アララギ
箱根より歸れば、おもひまうけぬ長崎に行くこととなりつ。十一月はじめ一たび東京長崎間を往反す。十二月四日辭令を受く。十七日午前八時五分束京を發し、十八日午後五時五分長崎に著す。,斎藤茂吉,あらたま,1917,アララギ
いつしかも寒くなりつつ長崎へわが行かむ日は近づきにけり,斎藤茂吉,あらたま,1917,アララギ
目の前のいらかの上に白霜の降れるを見ればつひに寂しき,斎藤茂吉,あらたま,1917,アララギ
ひれぶるに汽車走りつつ富士が根のすでに小きをふりさけにけり,斎藤茂吉,あらたま,1917,アララギ
おもおもと雲せまりつつ暮れかかる伊吹連山に雪つもる見ゆ,斎藤茂吉,あらたま,1917,アララギ
西ぞらにしづかなる雲たなびきて近江の海は暮れにけるかも,斎藤茂吉,あらたま,1917,アララギ
佐賀驛を汽車すぐるとき灰色の雲さむき山をしばし目守れり,斎藤茂吉,あらたま,1917,アララギ
さむざむとしぐれ來にけり朝鮮に近き空よりしぐれ來ぬらむ,斎藤茂吉,あらたま,1917,アララギ
長崎のみなとの色に見入るとき遥けくも吾は來りけるかも,斎藤茂吉,あらたま,1917,アララギ
あはれあはれここは肥前の長崎か唐寺の甍にふる寒き雨,斎藤茂吉,あらたま,1917,アララギ
しらぬひ筑紫の國の長崎にしはぶきにつつ一夜ねにけり,斎藤茂吉,あらたま,1917,アララギ
しづかなる港のいろや朝飯のしろく息たつを食ひつつおもふ,斎藤茂吉,あらたま,1917,アララギ
朝あけて船より鳴れる太笛のこだまはながし竝みよろふ山,斎藤茂吉,あらたま,1917,アララギ
